,title,year,genres,keywords
3633,앨리어스 시즌 2,2005,첩보액션,CIA    스파이    첩보원    비밀조직
3634,앨리어스 시즌 3,2005,첩보액션,CIA    스파이    첩보원    비밀조직
3635,앨리어스 시즌 4,2005,스릴러,CIA    비밀조직    첩보원
3636,앨리어스 시즌 5,2005,액션,CIA    비밀조직    첩보원
3637,야수,2005,액션느와르,검사    형사
3638,야수와 미녀,2005,코미디,성우    거짓말
3639,어썰트 13,2005,액션,연말    새해    경찰서    습격    죄수호송    폭설    전략적제휴
3640,엄마,2005,드라마,부모    엄마    멀미    지역 해남     어머니    전라도
3641,에디슨 시티,2005,액션,모범도시    모범마을    검사
3642,에로스,2005,옴니버스드라마,콜걸    창녀
3643,에이리언 대 프레데터,2005,SF액션,우주괴물 외계인     전략적제휴
3644,엑소시스트 5 : 오리지널 프리퀄,2005,공포,악령    심령
3645,엑소시즘 오브 에밀리 로즈,2005,공포,환영    환각    엑소시즘
3646,엘렉트라,2005,액션,예지력    초능력    살인병기    인간병기    마블코믹스
3647,여고괴담 4 : 목소리,2005,공포,학교    여고생
3648,"여자, 정혜 ",2005,드라마,일상    아파트    생활
3649,역전의 명수,2005,코미디,쌍둥이
3650,연애술사,2005,코미디,몰카    모텔    동영상    마술사
3651,연애의 목적,2005,드라마,교생    교사    불륜
3652,오만과 편견,2005,드라마,귀족    런던
3653,오프 사이드,2005,드라마,스포츠 축구
3654,오픈 워터,2005,액션,바다    상어    스쿠버다이빙
3655,온 더 로드 투,2005,다큐멘터리,윤도현
3656,올리버 트위스트,2005,드라마,소매치기
3657,옹박 : 두번째 미션,2005,액션,무에타이    이종격투기    무술
3658,왕의 남자,2005,드라마,동성애자 게이     호모    광대    연산군    조선시대    왕 킹
3659,외출,2005,드라마,불륜
3660,용서받지 못한자,2005,드라마,군대
3661,우리 사랑해도 되나요?,2005,드라마,크리스마스    시누이
3662,우주전쟁,2005,SF액션,외계인    화성    지구침공    로봇    로보트    UFO    비행접시
3663,울프 크릭,2005,공포,배낭족
3664,웨딩 크래셔,2005,코미디,결혼식
3665,웰컴 투 동막골,2005,드라마,분단    전쟁    지역 강원도
3666,유-카르멘 에카옐리차,2005,드라마,제55회 베를린영화제    황금곰상    오페라
3667,유령신부,2005,애니메이션,유령
3668,은하수를 여행하는 히치하이커를 위한 안내서,2005,SF드라마,은하수    우주선    안내서    히치하이커    UFO    지구종말    외계인
3669,이니셜 D,2005,드라마,자동차 경주    카레이서    카레이싱걸
3670,이대로 죽을 순 없다,2005,코미디,시한부인생
3671,이온 플럭스,2005,SF액션,지구멸망후    바이러스    완벽한사회    여전사
3672,이터널 선샤인,2005,드라마,기억    사랑
3673,인터프리터,2005,첩보스릴러,UN    통역관
3674,인투 더 선,2005,액션,야쿠자
3675,일레븐 맨 아웃,2005,코미디,동성애자 게이     호모    스포츠 축구
3676,자헤드-그들만의 전쟁,2005,전쟁액션,걸프전    훈련소
3677,작업의 정석,2005,코미디,작업    선수    바람둥이
3678,잠복근무,2005,코미디,잠복근무
3679,저스트 라이크 헤븐,2005,드라마,레지던트    코마상태    식물인간    의사
3680,"제니, 주노 ",2005,코미디,임신    미혼모
3681,종려나무 숲,2005,드라마,거제도    몽돌해수욕장
3682,주먹이 운다,2005,드라마,스포츠    권투    복싱
3683,즐거운 경찰,2005,액션,증인보호    치어리더
3684,찰리와 초콜릿 공장,2005,드라마,동화    초콜릿    사은잔치    행운    당첨    응모
3685,천국을 향하여,2005,드라마,자살폭탄테러
3686,천국의 아이들 2,2005,드라마,입학시험
3687,천군,2005,코미디,이순신    북한    핵무기    시간여행    시간이동
3688,청바지 돌려 입기,2005,코미디,청바지    우정
3689,청연,2005,드라마,전기영화    실화    비행기    여비행사    박경원
3690,첼로,2005,공포,악기    첼로
3691,치킨 리틀,2005,애니메이션,병아리
3692,친절한 금자씨,2005,스릴러,복수
3693,칠검,2005,무협액션,무기 칼
3694,카오스,2005,액션,은행강도
3695,카포티,2005,드라마,작가    호모    동성애    게이    전미비평가협회 최우수작품상
3696,캐산,2005,SF액션,조세포    로봇    로보트    인조인간    사이보그
3697,케이브,2005,액션,괴수    괴물    동굴
3698,코치 카터,2005,드라마,스포츠    농구    코치    스승
3699,콘스탄틴,2005,액션,악마    사탄    구원    천사    DC코믹스
3700,콜래트럴,2005,액션,킬러    택시기사
3701,쿨,2005,코미디,스타    영화    할리우드    영화제작
3702,크래쉬 랜딩,2005,액션,테러    하이재킹    비행기    여객기
3703,크리스마스 건너뛰기,2005,코미디,크리스마스
3704,키핑 멈,2005,코미디,가정부
3705,킨키 부츠,2005,코미디,여장남자    트렌스젠더    트랜스젠더    신발    부츠    구두    동성애자
3706,킹덤 오브 헤븐,2005,액션,십자군전쟁    예루살렘    대장장이    왕 킹
3707,킹콩,2005,액션,고릴라    공룡    엠파이어스테이트빌딩    제물    괴수    괴물
3708,태풍태양,2005,드라마,인라인스케이트    익스트림스포츠    롤러블레이드
3709,투 포 더 머니,2005,스릴러,도박사    스포츠 미식축구
3710,트랜스아메리카,2005,드라마,트랜스젠더    성전환    트랜스잰더    트렌스젠더    여장남자    성기노출    호모    게이    퀴어
3711,트랜스포터 엑스트림,2005,액션,운반    택배    심부름    바이러스
3712,트리플 X 2 : 넥스트 레벨,2005,액션,익스트림스포츠    스파이
3713,판타스틱 4,2005,SF액션,초능력자    마블코믹스
3714,패시파이어,2005,코미디,육아일기    아이 돌보기
3715,퍼펙트 웨딩,2005,드라마,고부갈등    시어머니    며느리
3716,펭귄 : 위대한 모험,2005,다큐멘터리,동물    펭귄    남극
3717,푸치니 초급과정,2005,드라마,동성애자    레즈비언
3718,프라임 러브,2005,드라마,상담사
3719,프로포지션,2005,서부액션,서부영화    형제애    4형제    사형제
3720,플라이트 플랜,2005,스릴러,비행기    폐쇄공간    납치    실종    하이재킹
3721,피터팬의 공식,2005,드라마,성장통
3722,하우스 오브 왁스,2005,공포,왁스    밀랍인형
3723,해리포터와 불의 잔,2005,액션,마법사    인어
3724,향수 : 어느 살인자의 이야기,2005,스릴러,향수    화장품    난교
3725,허비 : 첫 시동을 걸다,2005,드라마,허비자동차    자동차경주    레이싱걸    카레이싱
3726,혈의 누,2005,스릴러,조선시대    연쇄살인사건
3727,형사,2005,무협액션,여형사    조선시대    위폐
3728,호스텔,2005,공포,배낭여행    암스테르다    호스텔    숙박시설    프라하
3729,호스티지,2005,액션,폐쇄공간    보안장치    인질극    협상가    경찰
3730,화이트 노이즈,2005,공포,초자연현상
3731,흡혈형사 나도열,2005,코미디,흡혈귀    형사    뱀파이어    드라큘라
3732,히노키오,2005,드라마,로보트    로봇
3733,히든,2005,드라마,사회자    아나운서    비디오테이프    협박
3734,13구역,2004,액션,익스트림스포츠    파쿠르    프리러닝
3735,80일간의 세계일주,2004,액션,세계일주    여행    여정    내기    도박    도박
3736,DMZ 비무장지대,2004,액션,비무장지대    DMZ    군대    철책선    군사분계선
3737,S 다이어리,2004,코미디,일기장
3738,가필드,2004,코미디,개    강아지    고양이    애완동물    애완견
3739,감염,2004,공포,바이러스
3740,갓센드,2004,스릴러,영혼    기억
3741,거미숲,2004,스릴러,피디 PD     다큐    불륜    다중인격
3742,거칠마루,2004,액션,격투기    무술    결투    이종격투기
3743,공각기동대 2 – 이노센스,2004,애니메이션,공각기동대
3744,굿 우먼,2004,드라마,사교계
3745,굿바이 레닌,2004,드라마,거짓말    베를린    동독    레닌
3746,귀신이 산다,2004,코미디,귀신
3747,그놈은 멋있었다,2004,코미디,학교짱
3748,기묘한 아파트,2004,코미디,아파트
3749,깃,2004,드라마,약속
3750,까불지마,2004,코미디,경호원    보디가드
3751,꽃피는 봄이 오면,2004,드라마,교사 선생님
3752,나두야 간다,2004,코미디,작가    자서전    조폭
3753,나비효과,2004,스릴러,일기장    초자연적현상    시간이동    시간여행
3754,나쁜 교육,2004,드라마,감독    신부    동성애자 게이     호모    트렌스젠더    트랜스젠더
3755,나인 라이브스,2004,액션,상담소    전쟁후유증    환각제
3756,나인 야드 2,2004,코믹액션,이웃    킬러    치과의사    장모    살인청부업자    현상금
3757,나폴라,2004,드라마,전쟁    사관학교
3758,날으는 돼지-해적 마테오,2004,애니메이션,해적    돼지
3759,내 남자의 로맨스,2004,드라마,지하철역무원    해충방제회사    세스코    바퀴벌레    철도원
3760,내 남자친구는 왕자님,2004,드라마,신데렐라    왕자병
3761,내 머리속의 지우개,2004,드라마,건망증    기억상실증    희귀병
3762,내 생애 최고의 데이트,2004,코미디,스타와의 데이트    슈퍼마켓
3763,내 여자친구를 소개합니다,2004,드라마,경찰 여순경     파출소    소매치기    바람
3764,내셔널 트레져,2004,액션,보물찾기
3765,네드 켈리,2004,액션,의적    누명
3766,네버랜드를 찾아서,2004,드라마,피터팬    환상    동화    슬럼프
3767,노브레인 레이스,2004,코미디,라스베가스    행운    횡재
3768,노트북,2004,드라마,약속    사랑    인연    운명    슬픈영화    치매    노인
3769,늑대의 유혹,2004,코미디,학교짱
3770,달마야 서울가자,2004,코미디,스님    중    주지    로또복권
3771,당신이 사랑하는 동안에,2004,드라마,재회    스토커    스토킹
3772,대통령을 죽여라,2004,스릴러,하이재킹
3773,대통령의 딸,2004,드라마,대통령
3774,도마 안중근,2004,드라마,안중근    독립운동    이토 히로부미
3775,도쿄 타워,2004,드라마,불륜    도쿄
3776,돌려차기,2004,드라마,태권도    학교짱
3777,동백꽃,2004,드라마,동성애자 게이     호모
3778,디 아이 2,2004,공포,임신    디아이2
3779,라이어,2004,코미디,바람    거짓말
3780,래더 49,2004,액션,화재    소방관    소방차
3781,러브 미 이프 유 대어,2004,드라마,내기게임
3782,레이,2004,드라마,음악가    레이 찰스    피아노    시각장애인    전기영화
3783,레이디 킬러,2004,코미디,카지노    강도
3784,레지던트 이블 2,2004,액션,바이러스    좀비
3785,령,2004,공포,대학생
3786,리틀 러너,2004,드라마,스포츠 마라톤     달리기
3787,마지막 늑대,2004,코미디,시골경찰    강원도 정선    파출소
3788,망치,2004,애니메이션,망치
3789,매트릭스 3-레볼루션,2004,SF액션,가상현실    로봇    로보트
3790,맨 온 파이어,2004,액션스릴러,유괴    경호원    납치
3791,맨츄리안 캔디데이트,2004,스릴러,악몽    세뇌    비밀실험    군인    부통령    선거
3792,맹부삼천지교,2004,코미디,이사    교육    아버지    강남8학군
3793,명탐정 코난 – 은빛 날개의 마술사,2004,애니메이션,탐정
3794,모터 싸이클 다이어리,2004,드라마,체게바라    오토바이    체 게바라    로드무비
3795,목포는 항구다,2004,액션,지역 전라도     도시 목포     위장잠입    위장침입
3796,몰락-히틀러와 제3제국의 종말,2004,드라마,아돌프 히틀러    2차세계대전    나치    실존인물
3797,몽정기 2,2004,코미디,성장통
3798,물라데,2004,드라마,할례식    전통의식
3799,미녀 첩보원 D.E.B.S.,2004,액션,첩보원    스파이
3800,미라클,2004,드라마,스포츠    아이스하키
3801,미트 페어런츠 2,2004,코미디,사돈    상견례
3802,바람의 전설,2004,드라마,댄스    춤    제비    카바레
3803,바람의 파이터,2004,액션,최배달    최영의    공수도    이종격투기    가라데
3804,박치기,2004,드라마,박치기    패싸움
3805,반 헬싱,2004,액션,괴물    괴수    뱀파이어    흡혈귀    사냥꾼
3806,발레 교습소,2004,드라마,발레    고3학년    댄스    춤
3807,범죄의 재구성,2004,스릴러,한국은행    사기꾼    쌍둥이    보험금
3808,베니스의 상인,2004,드라마,셰익스피어    우정    도시 베니스
3809,베니티 페어,2004,드라마,신분상승    가정교사
3810,베라 드레이크,2004,드라마,노동자    낙태    제61회 베니스영화제    황금사자상
3811,베른의 기적,2004,드라마,탄광    스포츠 축구     2차대전    월드컵
3812,베이직,2004,스릴러,반전영화    군의문사
3813,보글보글 스폰지밥,2004,애니메이션,스폰지
3814,보아 대 파이톤,2004,액션,동물 뱀
3815,본 슈프리머시,2004,액션,기억상실증    제이슨 본    CIA    스파이    첩보원
3816,분신사바,2004,공포,저주    주문
3817,블라인드 호라이즌,2004,액션,기억상실
3818,블랙아웃,2004,스릴러,단기기억상실증    연쇄살인
3819,블레이드 3,2004,액션,뱀파이어    흡혈귀    마블코믹스
3820,비포 선셋,2004,드라마,짧은 만남    재회    비엔나
3821,빈 집,2004,드라마,전단지
3822,빌리지,2004,스릴러,숲
3823,사랑에 빠지는 아주 특별한 법칙,2004,드라마,변호사
3824,사마리아,2004,드라마,원조교제
3825,사이드웨이,2004,드라마,와인    음식    소믈리에    바람둥이
3826,사탄의 인형 5 : 시드 오브 처키,2004,공포,인형    장난감
3827,새벽의 저주,2004,공포,좀비    슈퍼마켓    할인점    쇼핑몰
3828,새벽의 황당한 저주,2004,공포,좀비    판매원
3829,샤크,2004,애니메이션,물고기    상어
3830,서바이빙 크리스마스,2004,코미디,산타클로스    크리스마스    성탄절
3831,서스펙트 제로,2004,스릴러,연쇄살인범
3832,셀룰러,2004,스릴러,전화기    휴대폰
3833,셔터,2004,공포,사진작가    카메라    영혼
3834,셧 업,2004,코믹액션,킬러    탈옥
3835,소녀검객 아즈미 대혈전,2004,무협액션,검객
3836,소울 어쌔신,2004,액션,음모    다국적투자회사
3837,송환,2004,다큐멘터리,비전향장기수    간첩
3838,쉘 위 댄스?,2004,드라마,댄스    춤
3839,슈렉 2,2004,애니메이션,고양이    공주    초록괴물
3840,슈퍼 사이즈 미,2004,다큐멘터리,햄버거    맥도널드    맥도날드    패스트푸드
3841,슈퍼스타 감사용,2004,드라마,스포츠 야구선수     감사용투수
3842,스노우 보더,2004,액션,익스트림스포츠    스노우보드
3843,스쿠비-두 2 : 몬스터 대소동,2004,코미디,몬스터
3844,스쿨 오브 락,2004,코미디,학교    보컬    락밴드    록밴드
3845,스타쉽 트루퍼스 2,2004,SF액션,외계인
3846,스타스키와 허치,2004,코믹액션,형사    버디무비
3847,스텝포드 와이프,2004,코미디,로봇    로보트
3848,스파르타쿠스,2004,액션,검투사
3849,스파이더맨 2,2004,액션,거미    옥토퍼스    실험    문어    마블코믹스    슈퍼히어로
3850,스팽글리쉬,2004,드라마,가정부
3851,스피시즈 3,2004,액션,외계인
3852,시실리 2km,2004,코미디,귀신
3853,시크릿 윈도우,2010,스릴러,다중인격    정신분열    소설가    작가    표절    이혼
3854,식스티 나인,2004,드라마,학교옥상
3855,신데렐라 스토리,2004,드라마,신데렐라
3856,신부수업,2004,코미디,수녀    신부    천주교    영성강화훈련    성당
3857,신부와 편견,2004,드라마,결혼
3858,신석기 블루스,2004,코미디,국선변호사    변신    외모지상주의    대리인생
3859,실버 호크,2004,액션,협객    전화기    휴대폰    핸드폰    가면
3860,실종,2004,실종,납치    아파치인디안    실종
3861,쓰리 몬스터,2004,공포,납치    쌍둥이    만두    낙태    태아
3862,아는 여자,2004,코미디,프로야구선수    투수    스토커    시한부인생
3863,아라한 장풍대작전,2004,액션,장풍    도시 서울     경찰    도인
3864,아르센 루팡,2004,액션,도둑    루팡    소설원작
3865,아이 로봇,2004,SF액션,로봇    로보트    살인
3866,아홉살 인생,2004,드라마,초등학교
3867,알 포인트,2004,공포,베트남전쟁
3868,알렉산더,2004,액션,알렉산더대왕    왕 킹
3869,애프터 투모로우,2004,액션,지진    해일    운석    유성    지구종말    지구멸망
3870,앵커맨,2004,코미디,앵커    방송인    TV    뉴스    언론
3871,야마카시 2,2004,액션,익스트림스포츠    프리러닝    파쿠르
3872,어떤 나라,2004,다큐멘터리,매스게임    북한
3873,어린 신부,2004,코미디,신부    신혼여행    교생실습
3874,얼굴없는 미녀,2004,드라마,희귀병    정신병 경계선장애     욕망    최면
3875,에비에이터,2004,드라마,실화    전기영화    실존인물    하워드 휴즈
3876,엑소시스트 4 : 더 비기닝,2004,공포,악령
3877,엘리펀트,2004,드라마,고등학교    총기사건    실화    제56회 칸영화제    황금종려상
3878,엘프,2004,코미디,크리스마스    산타    싼타    요정    입양
3879,여선생 대 여제자,2004,코미디,사제지간    교사    선생님    초등학교    제자    앙숙    경쟁자    라이벌    노처녀    어린이
3880,역도산,2004,드라마,프로레슬러    레슬링    스모    역도산
3881,연인,2004,액션,첩자    맹인    대나무숲
3882,열대병,2004,드라마,정글
3883,예언,2004,공포,예언
3884,오션스 트웰브,2004,액션,암스테르담    도둑    완전범죄    라이벌    보석털이범
3885,오페라의 유령,2004,뮤지컬,뮤지컬    오페라하우스
3886,완벽한 그녀에게 딱 한가지 없는것,2004,코미디,변신    체인지
3887,우리형,2004,드라마,형제지간    고등학생
3888,워킹 톨,2004,액션,특수부대    카지노    보안관    개발
3889,월드 오브 투모로우,2004,액션,로봇    로보트    파일럿    비행기조종사
3890,웨이크 오브 데쓰,2004,액션,불법입국    밀입국
3891,웨일 라이더,2004,드라마,고래    장남
3892,윔블던,2004,드라마,스포츠    테니스    런던
3893,이프 온리,2004,드라마,워커홀릭    운명    이별    슬픈영화    런던
3894,인어공주,2004,드라마,해녀    우체부    우편배달부    편지    짝사랑    모녀지간    제주도
3895,인크레더블,2004,애니메이션,영웅    은퇴
3896,인형사,2004,공포,구체관절인형    장난감    인형    완구
3897,임모르텔,2004,SF,UFO    미확인비행접시    피라미드
3898,지금 만나러 갑니다,2004,드라마,타임캡슐    일기장    슬픈영화
3899,진저 스냅 2,2004,공포,늑대인간
3900,진저스냅 3,2004,공포,늑대인간
3901,착신아리 2,2004,공포,심리치료사    전화기    바이러스    핸드폰    휴대폰
3902,처칠,2004,액션,윈스턴 처칠    엘리자베스여왕
3903,천국의 책방,2004,드라마,천국
3904,천하무적,2004,액션,커플    도둑    기차    열차
3905,첫키스만 50번째,2004,코미디,첫키스    첫데이트    프로포즈    단기기억상실증    하와이
3906,추방된 사람들,2004,로드드라마,망명    알제리    로드무비    성기노출
3907,카보스 죽이기,2004,액션,납치    유괴
3908,캣우먼,2004,액션,동물 고양이
3909,코러스,2004,드라마,음악    합창단    학교    선생님    교사    스승
3910,쿵푸 허슬,2004,코미디,쿵후    쿵푸
3911,퀸카로 살아남는 법,2004,코미디,퀸카    왕따
3912,큐브 제로,2004,공포,폐쇄공간
3913,크래쉬,2004,드라마,인종차별    인종갈등    상처    치유    제78회 아카데미영화제 작품상
3914,크림슨 리버 2 : 요한계시록의 천사들,2004,스릴러,수도원
3915,크립,2004,공포,지하철    기차    열차
3916,클레멘타인,2004,드라마,태권도    이종격투기
3917,클로저,2004,드라마,런던    사진작가    포토그래퍼
3918,클리어링,2004,스릴러,납치
3919,키다리 아저씨,2004,드라마,방송국
3920,킬 빌 2,2004,액션,사무라이    쿵후    일본도    복수    암살
3921,킹 아더,2004,액션,아더왕    기사
3922,태극기 휘날리며,2004,액션,형제지간    전쟁    피난민    중공군    6 25전쟁    한국전쟁
3923,택시 : 더 맥시멈,2004,코믹액션,택시
3924,터미널,2004,드라마,JFK공항    터미널    정류장    정거장    실화
3925,테이킹 라이브즈,2004,스릴러,연쇄살인    FBI    프로필분석관    프로파일러    사이코패스
3926,토크,2004,액션,오토바이레이싱    스포츠카    카레이싱    자동차레이싱    레이싱걸
3927,투 가이즈,2004,코미디,사채업자    대리운전    버디무비
3928,투 브라더스,2004,드라마,동물    호랑이    형제지간
3929,투모로우,2004,재난액션,재난    지구온난화    극저온    기상이변    태풍    해일    자유의 여신상    지구종말
3930,트로이,2004,액션,트로이전쟁    트로이목마    아킬레스    왕 킹     그리스
3931,팀 아메리카 : 세계 경찰,2004,애니메이션,김정일
3932,파이널 데스티네이션 2,2004,공포,예고    죽음    연쇄충돌
3933,파이널 컷,2004,스릴러,기억
3934,패션 오브 크라이스트,2004,드라마,예수    그리스도    하나님    십자가    빌라도    예루살렘    골고다    기독교    종교
3935,퍼니셔,2004,액션,복수    마블코믹스
3936,퍼펙트 크라임,2004,코미디,해고    악연
3937,페이스,2004,공포,복안    국립과학수사연구소
3938,포가튼,2004,스릴러,기억상실    외계인    반전영화
3939,폴라 익스프레스,2004,애니메이션,증기기관차    기차    크리스마스    성탄절    열차
3940,프라이데이 나잇 라이츠,2004,드라마,스포츠 미식축구     풋볼
3941,프랑켄피쉬,2004,액션,가물치    물고기    괴물
3942,프리즈 프레임,2004,스릴러,카메라    기록
3943,프린세스 다이어리 2,2004,드라마,공주
3944,피구의 제왕,2004,코미디,스포츠 피구
3945,피닉스,2004,액션,비행기추락    사막    모래폭풍    생존투쟁    조난    불시착
3946,하류인생,2004,액션,4 19    유신정권    5 16쿠테타    깡패
3947,해롤드와 쿠마,2004,코미디,햄버거    대마초
3948,해리포터와 아즈카반의 죄수,2004,액션,마법사
3949,헬보이,2004,액션,지옥    만화원작    나치    초능력    예지력    돌연변이
3950,호텔 르완다,2004,드라마,실화
3951,화씨 911,2004,다큐멘터리,조지 부시    대통령    빈 라덴    9 11테러    제57회 칸영화제    황금종려상
3952,화이트 칙스,2004,코미디,변장    경찰    경호    여장남자
3953,효자동 이발사,2004,드라마,청와대    경무대    이발사    대통령    4 19혁명    5 16혁명    경호실장
3954,휴먼 스테인,2004,스릴러,인종차별    교수
3955,히달고,2004,액션,경주    사막    말경주    야생마    경주마    실화    프랭크 T 홉킨스    모래폭풍
3956,101 달마시안 2 : 패치의 런던 대모험,2003,애니메이션,달마시안    동물 강아지    개
3957,10일안에 남자친구에게 차이는 법,2003,드라마,칼럼니스트    기자
3958,13일의 금요일 11 : 프레디 대 제이슨,2003,공포,제이슨    프레디    금요일
3959,4인용 식탁,2003,공포,희귀병 기면증
3960,S.W.A.T. 특수기동대,2003,액션,경찰특공대    훈련소    보상금    특수기동대
3961,갈갈이 패밀리와 드라큐라,2003,코미디,드라큐라    드라큘라
3962,거울속으로,2003,공포,거울    백화점
3963,고양이의 보은,2003,애니메이션,고양이
3964,고질라-고질라X모스라X메카고질라 도쿄 SOS,2003,액션,고질라    괴수    괴물    공룡
3965,고티카,2003,공포,정신과의사    감옥 교도소
3966,국화꽃 향기,2003,드라마,시한부인생
3967,그녀를 모르면 간첩,2003,코미디,여간첩
3968,그녀를 믿지 마세요,2003,코미디,거짓말    사기꾼
3969,기묘한 이야기,2003,공포,전화기    대합실
3970,나 없는 내 인생,2003,드라마,미혼모    임신    시한부인생
3971,나는 나를 파괴할 권리가 있다,2003,드라마,소설원작    자살도우미
3972,나비,2003,드라마,삼청교육대
3973,나쁜 녀석들 2,2003,액션,해변    마이애미
3974,나이트메어 8 : 프레디 대 제이슨,2003,공포,13일의 금요일    나이트메어    프레디
3975,낭만자객,2003,코미디,자객    귀신
3976,내쇼날 시큐리티,2003,코믹액션,사설경호회사
3977,네스트,2003,액션,전략적제휴
3978,녹색의자,2003,드라마,원조교제
3979,녹차의 맛,2003,드라마,녹차
3980,니모를 찾아서,2003,애니메이션,물고기    바다    희귀병 단기기억상실증
3981,다운 위드 러브,2003,드라마,바람둥이    바바라노박    칼럼니스트
3982,다크 피어,2003,공포,사막    괴물
3983,대단한 유혹,2003,코미디,의사    거짓말
3984,대한민국 헌법 제1조,2003,코미디,보궐선거유세    정치    콜걸    국회의원
3985,더 블루스 : 소울 오브 맨,2003,다큐멘터리,블루스    음악  기타    가수    블라인드 윌리 존슨    블라인드윌리존슨    뮤지션
3986,더 캣,2003,코미디,고양이
3987,더티 댄싱 2,2003,드라마,춤    댄스
3988,데드 캠프,2003,공포,기형아    돌연변이    근친상간    인육
3989,데어데블,2003,액션,변호사    슈퍼히어로    초능력자    마블코믹스    장님    장애인    복면    삼지창
3990,데이비드 게일,2003,스릴러,사형제도    사형수    반전영화    교수
3991,도플갱어,2004,스릴러,다중인격
3992,동갑내기 과외하기,2003,코미디,공부방    과외
3993,동승,2003,드라마,스님    불교    동자승
3994,동해물과 백두산이,2003,코미디,조난    표류
3995,드림캐쳐,2003,액션,외계인    초능력
3996,똥개,2003,코미디,백수
3997,라디오,2003,드라마,스포츠 미식축구     풋볼
3998,라스트 사무라이,2003,액션,사무라이    이방인
3999,러브 액츄얼리,2003,드라마,사랑    동성애자    게이    호모    첫사랑    짝사랑    불륜    런던    프로포즈
4000,러브 인 카지노,2003,드라마,카지노    도박    슬롯머신    게임    주사위    라스베가스
4001,런 어웨이,2003,스릴러,법정    배심원
4002,루키,2003,드라마,스포츠    프로야구    루키    열정    용기    짐 모리스    메이저리그    투수    야구선수    재기
4003,리크루트,2003,스릴러,교관
4004,리턴,2003,드라마,아버지    제60회 베니스영화제    황금사자상
4005,마더,2003,드라마,가족
4006,마스터 앤드 커맨더-위대한 정복자,2003,액션,해군    군함    리더쉽    통솔력    지휘권
4007,말죽거리 잔혹사,2003,액션,고등학교    옥상    쌍절곤
4008,매치스틱 맨,2003,드라마,신경질환    대인기피증    광장공포증    경품사기꾼    정수기    공황장애
4009,매트릭스 2-리로디드,2003,SF액션,가상현실
4010,메달리온,2003,액션,메달    전설    무술    쿵푸    쿵후
4011,명탐정 코난 – 미궁의 십자로,2003,애니메이션,탐정
4012,모나리자 스마일,2003,드라마,스승    선생님
4013,모래와 안개의 집,2003,드라마,경매    부동산    보안관    자살
4014,목두기 비디오,2003,공포,몰래카메라    몰카
4015,몬스터,2003,드라마,동성애자 레즈비언     연쇄살인    창녀    콜걸    에일린 우르노스    실화
4016,무간도 2 : 혼돈의 시대,2003,액션르와르,위장침입    위장잠입    경찰    조폭
4017,무간도 3 : 종극무간,2003,스릴러,경찰    삼합회
4018,무서운 영화 3,2003,패러디코미디,패러디
4019,미녀 삼총사 2 : 맥시멈 스피드,2003,액션,증인보호프로그램    삼총사
4020,미스틱 리버,2003,스릴러,상처
4021,바람의 검 : 신선조,2003,액션,검객    검술
4022,바이커 보이즈,2003,액션,오토바이    레이싱    경주    레이싱걸
4023,반지의 제왕 3 : 왕의 귀환,2003,액션,반지    마법사    드래곤 용     왕 킹     제76회 아카데미영화제 작품상
4024,방탄승,2003,액션,두루마리    승려    스님    불교
4025,배틀로얄 2 : 레퀴엠,2003,액션,서바이벌게임    생존게임
4026,벨빌 랑데뷰,2003,애니메이션,세쌍둥이
4027,보리울의 여름,2003,드라마,스포츠 축구     스님    신부
4028,봄 여름 가을 겨울 그리고 봄,2003,드라마,스님    중    동자승    노승    반야심경    불교
4029,분노의 질주 2,2003,액션,레이싱걸    자동차경주    카레이싱    스포츠카
4030,불어라 봄바람,2003,코미디,구두쇠    쫌생이
4031,붙어야 산다,2003,코미디,샴쌍둥이    쌍동이
4032,뷰 프롬 더 탑,2003,드라마,스튜디어스 x     스튜어디스 o     승무원
4033,뷰티풀 복서,2003,액션,킥봉싱    이종격투기    실화    성전환    트랜스잰더    트렌스잰더    트랜스젠더
4034,브라더 베어,2003,애니메이션,동물 곰     형제지간    정령
4035,브루스 올마이티,2003,코미디,천사
4036,블루,2003,액션,잠수부대    군대    해군    구조    훈련교관    재회    스킨스쿠버    다이버    익스트림스포츠    라이벌
4037,블루베리,2003,액션,보안관    인디언    인디안    서부영화
4038,비트 더 드럼,2003,드라마,드럼    악기
4039,빙우,2003,드라마,암벽등반    등산    록키산맥    산악영화
4040,빛나는 청춘,2003,드라마,형제    로마
4041,사랑도 통역이 되나요?,2003,드라마,도쿄    중년의 사랑
4042,사토라레,2003,드라마,독심술    초능력
4043,살인의 추억,2003,스릴러,화성연쇄살인사건    완전범죄    경기도
4044,샹하이 나이츠,2003,코믹액션,옥쇄
4045,선생 김봉두,2003,코미디,선생님    교사    분교    시골    초등학교    촌지
4046,세컨핸드 라이온스,2003,드라마,몽유병    할아버지    손자
4047,스캔들-조선남녀상열지사,2003,드라마,조선시대    내기
4048,스틸 2,2003,액션,익스트림스포츠 패러글라이딩
4049,실미도,2003,액션,북파공작원    실미도사건
4050,싱글즈,2003,드라마,연애
4051,쌍웅,2003,액션,최면술사    다이아몬드
4052,쏘트 크라임,2003,스릴러,초능력 독심술
4053,씨비스킷,2003,드라마,경주마    기수    경마장    동물 말
4054,씬,2003,공포,성직자    신부    사이비종교
4055,아나토미 2,2003,공포,장기이식
